ANO,GRUPO,Distribuição,Governo,Outros,Pessoal,RCP,RCT,Receitas,VAB,VALP,VATD
2016,Secundário,16440968.34,4918038.36,149163,2257876.93,-786981.56,9902871.62,74594641.12,18600416.9,14755889.83,16440968.34
2016,Secundário,17346232.38,4895994.22,173744.53,7465181.22,927931.72,3883380.69,41376095.33,17091156.84,15814247.14,17346232.38
2016,Sem Setor Principal,2998618.24,408610.01,24359.51,507599.31,-858815,2916864.4,2737187.76,1062676.68,999661.37,2998618.24
2016,Terciário,268104879.96,78787783.46,527511.84,95192546.22,86811459.34,6785579.1,874041912.7,266297319,249780690.05,268104879.96
2016,Terciário,4090825.38,86140.97,1505467.47,692818.53,1210978.92,595419.5,3466663.97,2652478.44,2520185.72,4090825.38
2016,Terciário,91063010.56,37071709.12,0,23842718.53,2467114.87,27681468.04,415656472.08,88001188.23,82221339,91063010.56
2016,Terciário,7478172.77,1395038.39,0,4684436.71,210257.31,1188440.35,11915441.41,7474264.91,6888481.83,7478172.77
2016,Terciário,87078.8,38924.9,0,28432.44,-10598.76,30320.22,169897.65,54666.28,52241.63,87078.8
2016,Terciário,11516848.18,903419.88,0,5270842.26,3342342.19,2000243.85,13961322.15,11567503.43,10631161.07,11516848.18
2016,Terciário,12072520.66,3360208.16,0,3552009.73,1370626.31,3789676.45,28574163.08,10602376.1,10060258.51,12072520.66
2016,Terciário,2621516.4,416958.88,0,1311665.09,18713.66,874178.77,5141829.95,2694842.52,2407818.99,2621516.4
2016,Terciário,1376463.23,329970.23,87093.6,384512.72,169999.91,404886.77,1752992.9,1426529.13,1329321.16,1376463.23
2016,Terciário,28768739.13,6080622.52,4658.23,2381286.44,17586458.87,2715713.07,28589027.17,14838264.65,12526992.97,28768739.13
2016,Terciário,4666644.51,1241024.65,0,1629088.23,610112.71,1186418.92,8708025.63,5178861.69,4168770.71,4666644.51
2016,Terciário,76579.21,5865.22,0,13853.29,8880.63,47980.07,29329.45,19326.76,18748.55,76579.21
2016,Terciário,21461053.2,5824874.54,0,3984976.41,10892772.88,758429.37,42873204.38,12293030.5,11584995.34,21461053.2
2016,Terciário,6154276.95,1525268.32,12498.65,2303081.42,903814.12,1409614.45,12097154.66,6191907.45,5557541.52,6154276.95
2016,Terciário,58981218.3,11961058.98,-124504.78,12993538.04,1229313.66,32921812.4,111569545.06,59103955.56,47390063.5,58981218.3
2016,Terciário,112118268.52,67451074.04,2198.6,16897759.01,-5248245.26,33015482.14,216110724.98,139021039.82,101767539.2,112118268.52
2017,Primário,31447126.96,6450943.38,831441.06,4842804.32,3043992.21,16277945.99,49135872.08,23029069.47,16733198.96,31447126.96
2017,Primário,79866429.63,16765312.09,2003973.4,11105522.25,29435921.86,20555700.03,156436261.08,81940038.34,66259676.76,79866429.63
2017,Secundário,77039126.8,13649246.11,419861.99,38685736.82,-51631.25,24335913.14,329163641.05,79356943.52,69608565.17,77039126.8
2017,Secundário,57005050.26,35368666.04,0,5642989.97,10264411.04,5728983.21,96437473.08,60951045.84,56393126.67,57005050.26
2017,Secundário,1117765.75,372772.94,0,297501.06,819.79,446671.95,2508110.6,1217819.68,978096.35,1117765.75
2017,Secundário,12543976.47,4445906.44,132333.1,5140707.18,-2266967.53,5091997.27,38831778.59,8153953.12,6300797.43,12543976.47
2017,Secundário,473068.75,211341.77,0,221592.45,-141434.5,181569.04,1482774.84,583526.34,444379.93,473068.75
2017,Secundário,200310668.43,114192477.59,1288314,26087366.86,15434564.98,43307944.99,415319159.27,193430124.93,177073257.87,200310668.43
2017,Secundário,30204127.74,6401184.45,-1231.65,14785655.28,1689452.81,7329066.86,87849094.83,28710602.76,25561635.25,30204127.74
2017,Secundário,40482238.28,9764096.73,-1220609.85,19420655.82,939847.52,11578248.06,174974655.8,45942709.76,36252003.34,40482238.28
2017,Secundário,31738661.97,5040599.24,0,6389597.52,7802199.68,12506265.53,71962401.77,35081432.65,25409875.55,31738661.97
2017,Secundário,292472425.83,158060931.97,53294.37,40792747.83,139249.7,93426201.97,650140667.65,341876449.88,284355191.73,292472425.83
2017,Secundário,21335526.84,6204585.87,11605.23,2601113.27,5735317.97,6782904.5,82595829.34,24329167.83,20279683.55,21335526.84
2017,Secundário,19758541.02,4714193.19,162371.25,8166288.3,3197200.1,3518488.18,43677310.76,19198420.96,17858864.07,19758541.02
2017,Sem Setor Principal,3280584.47,439543.65,60144.28,509860.06,-219257.05,2490293.53,3223524.19,391120.67,290067.82,3280584.47
2017,Terciário,257190541.45,64160634.87,827984.07,97099598.84,88125425.11,6976898.56,755747719.29,266552273.15,249179254.11,257190541.45
2017,Terciário,4473200.73,900397.78,488525.83,839812.88,1206817.2,1037647.03,5324218.75,4247355.03,3311771.54,4473200.73
2017,Terciário,96144033.34,41580588.27,479381.29,24352190.62,7358760.38,22373112.79,423815909.26,97525080.38,90993405.67,96144033.34
2017,Terciário,7939280.05,2211423.18,0,4653646.33,-55123.37,1129333.91,13580117.8,7566476.33,7059126.55,7939280.05
2017,Terciário,-28256.04,7416.05,0,26507.94,-153326.07,91146.04,146498.39,4997.21,2671.19,-28256.04
2017,Terciário,11162230.46,854799.27,0,5189547.86,3380134.66,1737748.67,13873041.67,11404422.32,10452867.91,11162230.46
2017,Terciário,9323596.3,2825471.04,0,4155330.36,261406.65,2081388.24,26160806.95,8831243.46,8153357.28,9323596.3
2017,Terciário,2529063.04,518854.24,0,1151387.71,41627.69,817193.4,4761752.06,2728654.44,2354618.48,2529063.04
2017,Terciário,1441458.34,343933.76,115891.49,428586.83,139065.34,413980.92,1828610.99,1485180.61,1375502.29,1441458.34
2017,Terciário,26371712.02,5426501.94,0,2085488.51,16841263.85,2018457.71,25550027.41,13054123.69,11040265.71,26371712.02
2017,Terciário,5366330.2,1568785.09,0,1763652.55,961914.92,1071977.65,9458044.91,5918654.73,4948365.38,5366330.2
2017,Terciário,35163.48,8362.91,0,13788.71,13011.27,0.6,33420.63,24478.68,23894.5,35163.48
2017,Terciário,22369655.43,6188456.74,87277.19,4074172.19,11298505.63,721243.66,46198272.49,15774836.48,15018701.29,22369655.43
2017,Terciário,10367402.89,2547153.39,13614.83,3661160.12,2609987.16,1535487.38,25413601.88,10421243.79,9564148.58,10367402.89
2017,Terciário,56926952.88,11598272.31,44661.05,14061942.09,2682647.07,28539430.35,120326084.19,63242139.92,50246043.35,56926952.88
2017,Terciário,112021607.73,62171204.61,7727.23,15956495.74,-2284371.26,36170551.42,208258409.42,137764249.81,98376182.09,112021607.73
2018,Primário,22163776.21,6252875.83,1480391.55,5029524.94,1575077.93,7825905.97,60131953.79,24007083.24,17253787.29,22163776.21
2018,Primário,98820999.23,13794544.87,69628.68,11825621.49,40322046.59,32809157.6,192734807.6,100913257.89,85480417.11,98820999.23
2018,Secundário,96418640.19,10459593.52,426308.74,40621529.73,-262440.06,45173648.25,357789801,79656673.3,69603097.23,96418640.19
2018,Secundário,56870209.72,31146013.31,0,5630087.59,14346424.56,5747684.26,97064031.05,61230990.91,56384454.51,56870209.72
2018,Secundário,1792947.01,395938.64,0,369177.39,420292.73,607538.25,3408008.56,1982614.83,1673514.39,1792947.01
2018,Secundário,11969948.81,3856774.42,10868.17,5076308.5,-1841241.79,4867239.51,41153904.97,11848091.7,9736532.98,11969948.81
2018,Secundário,623790.7,199829.86,0,223482.85,23808.09,176669.9,1514173.79,675767.27,590696.94,623790.7
2018,Secundário,249943557.28,128055588.71,3220392.31,25123980.52,41310791.75,52232803.99,449312909.12,226979267.51,209503709.74,249943557.28
2018,Secundário,29094639.86,6405122.29,-68265.59,14328149.54,166569.65,8263063.97,92032735.73,27750708.87,24754876.27,29094639.86
2018,Secundário,55260540.32,8768806.83,13583.01,19770445.98,11877847.79,14829856.7,211314373.13,57696336.69,49179456.5,55260540.32
2018,Secundário,45351783.37,4137317.25,0,7111369.37,5984694.64,28118402.12,87423139.1,49392226.48,39492730.3,45351783.37
2018,Secundário,366732885.44,200574068.34,65641.54,44038483.51,34365219.06,87689472.99,741050361.57,403450423.8,346853335.69,366732885.44
2018,Secundário,23618712.86,7613382.07,0,2691069.84,4170993.57,9143267.37,94612757.04,25048606.93,21019831.44,23618712.86
2018,Secundário,22155045.72,6038159.96,163218.03,7759806.77,3940339.78,4253521.18,47424163.59,21079205.81,19616398.11,22155045.72
2018,Sem Setor Principal,2536346.87,551964.18,4688.23,498035.65,-349874.69,1831533.5,3021948.24,1694779.13,1606243.69,2536346.87
2018,Terciário,250511859.65,55551494.05,1284267.63,93524759.59,93602391.55,6548946.83,668899317.95,257627025.76,240760782.93,250511859.65
2018,Terciário,5236291.31,983406.27,823846.27,935527.81,1809470.56,684040.4,6748474.06,5819056.84,4617234.23,5236291.31
2018,Terciário,110633590.47,52586572.21,986959.64,26019150.25,12289214.51,18751693.86,457508792.29,107119816.46,100361633.61,110633590.47
2018,Terciário,6497224.4,1465356.03,0,4226335.84,-78379.76,883912.29,10829403.89,6557135.18,6066863.3,6497224.4
2018,Terciário,-22931.73,-20627.96,0,20282.46,-73854.14,51267.91,118507.08,-63346.6,-65637.76,-22931.73
2018,Terciário,11267305.88,764842.4,0,5507429.44,2672103.82,2322930.22,14928061.54,11381374.4,10314470.2,11267305.88
2018,Terciário,15914513.01,3514455.87,0,4942880.93,3622538.63,3834637.58,29600903.24,12383700.04,11467409.36,15914513.01
2018,Terciário,2223814.1,542938.26,0,1311059.15,-376213.52,746030.21,4770049.38,2371364.76,2043351.25,2223814.1
2018,Terciário,1706796.03,381464.14,10046.03,591514.04,197405.04,526366.79,2404969.22,1768877.9,1609860.11,1706796.03
2018,Terciário,25232896.78,4778864.72,0,2132304.07,16971757.03,1349970.96,25939548.63,12400872.99,10183527.58,25232896.78
2018,Terciário,6030434.66,1487763.12,0,1787363.95,974317.03,1780990.56,10507075.73,6031816.62,5005225.64,6030434.66
2018,Terciário,13280.38,2255.85,0,8473.62,2550.91,0,16092.31,11006.88,10454.58,13280.38
2018,Terciário,22602554.54,6827513.25,47345.08,3916464.74,11208431.88,602799.58,49911895.08,18599102.81,17472266.68,22602554.54
2018,Terciário,21480202.36,4515254.49,10796.3,8304955.42,4134812.99,4514383.17,42773980.08,20860550.12,19390328.17,21480202.36
2018,Terciário,57142897.26,11411570.94,-21712.33,14484131.15,3309371.99,27959535.51,126244473.52,64255254.84,49815083.48,57142897.26
2018,Terciário,143284911.33,52247199.05,5847.05,15514394.31,47547768.2,27969702.73,201036819.95,137173314.17,96440675.38,143284911.33
2019,Primário,25185928.52,7858422.66,2277294.82,5275356.81,987885.67,8786968.56,72584122.44,26791331.35,19853082.9,25185928.52
2019,Primário,36060516.33,8524813.78,-2540.54,10594253.65,-6358841.82,23302831.27,204484230.76,52914429.09,34467721.84,36060516.33
2019,Secundário,93682945.02,11891260.23,463697.09,46137117.85,11781753.24,23409116.61,402862322.45,98449101.23,85301023.36,93682945.02
2019,Secundário,54648353.04,28295440.4,0,5844894.04,14745216.69,5762801.91,96285443.59,58580802.95,53109951.53,54648353.04
2019,Secundário,1116565.27,384712.89,0,530266.52,-543464.03,745049.89,3549452.5,1779768.62,1026409.95,1116565.27
2019,Secundário,15950604.91,4161063.52,48921.14,5312951.97,1446223.56,4981444.72,49227128.06,15528614.56,13413362.68,15950604.91
2019,Secundário,802281.02,201689.91,0,231171.07,-54621.63,424041.67,1740461.61,838876.9,700702.94,802281.02
2019,Secundário,245837418.49,123488360.65,3738180.81,24053456.89,49949244.62,44608175.53,460752837.11,228697074.49,209582402.2,245837418.49
2019,Secundário,33508793.5,8200639.56,176570.01,15858505.88,1064779.37,8208298.68,102153944.09,30747738.57,27767247.45,33508793.5
2019,Secundário,45469326.76,9528358.8,26486.95,18532749.94,6054535.87,11327195.19,191647719.11,50655674.2,41546024.35,45469326.76
2019,Secundário,38161774.66,5325386.11,0,7260380.56,-5291811.05,30867819.04,95376980.06,49294020.5,26645014.35,38161774.66
2019,Secundário,340542217.22,162098653.33,33734441.91,42111496.62,38968700.03,63628925.32,668584961.48,376603219.88,296955495.07,340542217.22
2019,Secundário,10383487.96,3152759.14,0,2698868.54,-3471261.91,8003122.19,79525453.42,13399869.67,8739143.48,10383487.96
2019,Secundário,21238815.06,6373163.75,139953.55,8139560.93,3440460.85,3145675.98,48213796.46,20789584.09,18391015.93,21238815.06
2019,Sem Setor Principal,2507925.12,545648.89,24810.2,495902.68,-75109.27,1516672.63,3299371.34,1931749.82,1821906.51,2507925.12
2019,Terciário,245411214.74,28079969.87,0,103451809.62,112806872.14,1072563.11,673188673.09,256599663.38,235397295.62,245411214.74
2019,Terciário,6423723.6,1582050.42,0,1020330.8,3282383.59,538958.8,7956135.49,6997999.55,5751622.32,6423723.6
2019,Terciário,122649410.81,57449889.65,511448.37,34065483.66,13154483.3,17468105.82,546480738.21,122138443.49,108981388.6,122649410.81
2019,Terciário,6428989.19,1473412.74,0,4246838.65,-66982.11,775719.9,11158288.93,6810932.22,6121064.72,6428989.19
2019,Terciário,-72115.07,-10679.95,0,18963.32,-124573.6,44175.17,44787.32,-54686.96,-56931.1,-72115.07
2019,Terciário,14889722.65,816950.83,1587853.74,6893584.53,1057103.31,4534230.24,20732681.04,16980071.17,14119929.1,14889722.65
2019,Terciário,24621432.45,6624514.64,0,8704699.79,2196765.73,7095452.28,53047430.03,22629372.61,19732903.22,24621432.45
2019,Terciário,1199107.44,273611.41,0,671028.21,65014.86,189452.97,2618014.01,1259949.77,1096205.86,1199107.44
2019,Terciário,1298861.18,328939.55,-1849.76,609963.29,-133503,495311.1,2521656.14,1416074.47,1217204.56,1298861.18
2019,Terciário,22213740.13,3520700.83,0,2182363.28,15704730.57,805945.44,23078017.6,9562671.89,7391269.22,22213740.13
2019,Terciário,7538389.22,2041635.79,0,2247252.31,1344076.15,1905424.97,12668688.24,7476934.1,6254594.27,7538389.22
2019,Terciário,14354.06,578.28,0,17376.09,-3600.31,0,33127.44,8389.83,7192.15,14354.06
2019,Terciário,27158634.28,7408554.58,37083.43,4012065.62,15246813.81,454116.83,60726219.52,20377231.56,19373865.52,27158634.28
2019,Terciário,27366208.56,6089244.47,123610.62,10549090.09,4816633.13,5787630.25,63184835.16,27272174.67,24315028.7,27366208.56
2019,Terciário,57904104.5,14706239.95,-36340.62,17853793.41,1352403.68,24028008.08,157357963.01,78782531.53,53750478.73,57904104.5
2019,Terciário,93723189.61,51877997.31,5089.55,14947235.66,1971199.58,24921667.51,196091226.29,132166334.01,86274811.45,93723189.61
2020,Primário,26106984.14,8076114.07,801049.24,5246152.4,171762.54,11811905.89,84334098.55,30242914.27,21199997.95,26106984.14
2020,Primário,101255666.08,17904943.46,-3581.62,12325267.18,34105993.76,36923043.3,277211560.98,120537059,99259556.97,101255666.08
2020,Secundário,121307420.05,15446914.26,610428.75,59206557.74,12701982.48,33341536.82,503831119.03,126155835.41,110572116.47,121307420.05
2020,Secundário,56677049.05,30731862.16,0,6309157.99,13589663.59,6046365.31,104386498.88,59662448.62,53892939.53,56677049.05
2020,Secundário,425019.68,141593.3,0,464352.63,-1002570.96,821644.71,2103446.5,1151662.26,164305.08,425019.68
2020,Secundário,24799433.64,6820638.72,23902.56,6288915.81,6912573.11,4753403.43,62997391.91,21101829.84,18370719.49,24799433.64
2020,Secundário,677907.3,231382.85,11681.97,208376.84,121432.21,105033.44,1551187.8,713363.25,645180.42,677907.3
2020,Secundário,249812932.54,119730992.95,9899349.77,22521517.26,53692951.46,43968121.1,462456376.92,231863244.32,212653895.01,249812932.54
2020,Secundário,33997621.96,8796739.02,486435.43,15954300.78,-2872784.73,11632931.46,109239562.7,32965287.18,28796669.55,33997621.96
2020,Secundário,57728245.25,14672677.41,53397.65,18406469.16,9786813.81,14808887.22,202200815.71,62549789.49,51829431.3,57728245.25
2020,Secundário,60916458.59,471232.22,0,7534183.67,-27674282.76,80585325.46,95721604.12,51057234.13,32714021.24,60916458.59
2020,Secundário,229501157.82,107038431.34,34491.05,28598203.56,7861513.41,85968518.48,575633831.18,283807345.87,206628465.73,229501157.82
2020,Secundário,13416736.91,4271045.93,0,3177458.73,-7679857.4,13648089.64,84441280.73,17165210.36,12024201.44,13416736.91
2020,Secundário,15343443.19,5153410.01,2466.13,7256824.05,-163036.31,3093779.32,40478915.36,15833160.95,13436426.47,15343443.19
2020,Sem Setor Principal,10216934.75,2518124.43,102342.59,5615544.61,162296.5,1818626.63,10934244.51,8513737.76,8230224.51,10216934.75
2020,Terciário,190094526.32,30537375.1,0,86650258.76,71953128.61,953763.86,531803206.29,206574288.52,185063267.65,190094526.32
2020,Terciário,9094035.49,2688564.13,0,1065026.91,4807983.13,532461.33,10962253.43,9865293.11,8659101.49,9094035.49
2020,Terciário,143012844.58,69180135.46,196305.67,32703926.06,16812321.59,24120155.8,703054956.16,142998383.14,125861479.93,143012844.58
2020,Terciário,10297433.4,2735910.49,-8848.64,5180074.9,925210.82,1465085.83,18936620.64,10636744.88,9481734.56,10297433.4
2020,Terciário,144204.22,57067.3,0,14000.98,1611.27,71524.67,116754.79,74374.22,73352.55,144204.22
2020,Terciário,3579809.49,1217534.19,2170650.53,6425648.67,-9917424.68,3683400.78,17854757.92,5685649.15,2790829.11,3579809.49
2020,Terciário,37456227.44,6830630.04,0,15698735.05,3250561.08,11676301.26,90406040.24,33231737.93,28005210.3,37456227.44
2020,Terciário,858459.41,213042.68,0,662079.6,-233580.24,216917.36,2355412.08,931449.39,755195.93,858459.41
2020,Terciário,-73248.3,-182903.56,-4296.32,619349.2,-1504720.57,999322.95,833063.73,123298.31,-138548,-73248.3
2020,Terciário,15836515.06,3339118.14,-477040.04,2541020.38,9175128.14,1258288.43,25572943.98,8638343.85,6095145.77,15836515.06
2020,Terciário,11620807.49,3663469.45,0,2447897.35,2694084.8,2815355.88,25549140.72,11726542.84,9861412.7,11620807.49
2020,Terciário,20864.21,3091.64,0,8052.85,2686.21,7033.5,30828.34,10334.8,9706.98,20864.21
2020,Terciário,20030970.85,5517392.93,161139.31,3793196.2,10171815.84,387426.57,53624357.41,15089542.26,14142737.77,20030970.85
2020,Terciário,39309442.41,7622576.96,106985.26,13975316.73,3798592.96,13805970.51,81041100.14,33403686.96,28826383.56,39309442.41
2020,Terciário,41045130.51,11120985.54,6950.1,14877877.59,-17338478.74,32377796.03,118598263.45,57358061.68,38399088.67,41045130.51
2020,Terciário,84946718.9,39183046.67,5593.67,13274603.82,100211.23,32383263.5,169187353.61,114434427.97,76515580.8,84946718.9
2021,Primário,36532491.26,6117603.06,6567745.3,6300868.21,4260461.61,13285813.08,101404020.48,37483684.85,25788676.05,36532491.26
2021,Primário,188308769.28,46645467.67,-16525629.73,11955604.4,157588596.58,-11355269.63,358354427.33,216292566.69,198608046.46,188308769.28
2021,Secundário,138800238.92,21071165.2,-5867.3,61479035.98,31101142.51,25154762.54,592755896.59,144891299.13,129102504.2,138800238.92
2021,Secundário,59121469.76,30742743.79,0,7753119.48,14907372.87,5718233.62,121788094.55,62887885.29,57254190.24,59121469.76
2021,Secundário,755181.6,184037.53,0,519859.88,-881633.38,932917.57,2549909.69,1440380.37,448673.57,755181.6
2021,Secundário,32200912.02,6768655.68,92176.73,7267564.23,12188588.92,5883926.46,78016596.29,28607834.34,26035383.15,32200912.02
2021,Secundário,1016252.67,357457.29,14826.21,217397.56,314673.44,111898.17,2199713.35,1011322.58,959977.1,1016252.67
2021,Secundário,273353801.68,134164455.02,12235123.7,21380998.36,56383509.49,49189715.12,543913380.31,262852507,240535960.14,273353801.68
2021,Secundário,46880726,12793143.74,691808.85,17002245.09,6486367.02,9907161.3,133387912.14,45533623.34,41993572.74,46880726
2021,Secundário,125777699.34,35327811.29,62879.32,20434270.08,46985637.92,22967100.72,332339420.75,125960507.89,116392134.11,125777699.34
2021,Secundário,73715833.33,4416632.38,0,8406980.54,22740396.67,38151823.74,127322944.67,75705157.55,57506625.71,73715833.33
2021,Secundário,445095365.09,204452147.55,1958317.23,36793266.48,117142436.73,84749197.1,806330030.13,498719361.95,421155528.77,445095365.09
2021,Secundário,46358900.85,11451296.61,0,3931268.37,18172468.68,12803867.18,152487256.76,47670678.2,42695738.38,46358900.85
2021,Secundário,18306961.93,5119473.26,124686.2,7414990.97,2288334.82,3359476.68,46303172.18,18849688.49,16645941.49,18306961.93
2021,Sem Setor Principal,17812057.14,3730393.92,16196.62,10168587.38,2041475.88,1855403.34,63241381.38,16634815.61,16180390.97,17812057.14
2021,Terciário,258961847.81,73901321.58,397179.11,85866412.13,97334039.55,1462895.45,612085499.71,273552766.87,253804890.68,258961847.81
2021,Terciário,9900088.42,3013571.12,1.06,1131571.05,4984076.24,770868.94,11025655.87,10035139.86,8918155.17,9900088.42
2021,Terciário,141050212.6,69712175.6,29871.14,35318536.11,14034364.8,21955264.96,689587457.67,144120922.14,128923196.62,141050212.6
2021,Terciário,11386479.73,2506132.56,-7116.2,5829783.2,1443632.87,1614047.29,23920846.64,11088900.44,9958403.5,11386479.73
2021,Terciário,351559.35,54764.63,12982.44,14547.27,200652.57,68612.43,180073.17,20413.51,-1725.43,351559.35
2021,Terciário,14302909.17,1160526.45,2833234.86,6504547.88,-111723.43,3916323.4,21879827.46,16342866.07,13345520.16,14302909.17
2021,Terciário,45099464.29,12019196.92,0,16982274.29,5361036.25,10736956.82,94252166.63,41897845.84,36821218.83,45099464.29
2021,Terciário,1206469.2,230605.06,0,652825.59,61195.1,261843.44,2497910.17,1200119.03,1038283.84,1206469.2
2021,Terciário,361864.1,47695.13,-4001.34,566824.52,-556858.58,308204.38,1000240.96,492161.11,260741.15,361864.1
2021,Terciário,22676888.67,3600443.75,546539.03,2748156.37,13944889.52,1836860.01,30001318.06,10428335.59,8055542.7,22676888.67
2021,Terciário,15426293.43,3832389.63,0,3909143.17,3229674.35,4455086.28,36855497.05,15537179.38,12966127.13,15426293.43
2021,Terciário,15100.93,9159.67,374.04,9143.82,-6695.67,3119.08,31345.1,11774.75,11137.62,15100.93
2021,Terciário,17356802.01,3435734.6,1514240.93,3800320.77,8054076.14,552429.57,50309188.02,11977000.55,11165892.05,17356802.01
2021,Terciário,39392116.82,7160839.18,231529.59,17360867.81,3261681.94,11377198.31,87051736.65,36976608.77,32010288.7,39392116.82
2021,Terciário,57408455.84,14120907.81,35880.02,17274715.84,-4112218.88,30089171.04,137389433.33,68087227,51263664.93,57408455.84
2021,Terciário,78282368.72,34038388.02,9664.72,13181034.28,5091900.15,25961381.54,165686119.05,110346030.51,73528933.47,78282368.72
2022,Primário,44961022,9510844,599308,6638042,8948795,19264033,138130033,43890341,33041014,44961022
2022,Primário,125652464,30787297,-1733000,11558925,94168776,-9129534,263393844,139321820,121623080,125652464
2022,Secundário,144470649,18999314,-3986,66755427,18531483,40188411,657936625,144489523,124021830,144470649
2022,Secundário,63335048,31522938,0,7878778,15623982,8309350,130181317,65180303,59242037,63335048
2022,Secundário,2032887,333039,0,649849,-151536,1201535,4065816,2522271,1510125,2032887
2022,Secundário,42004510,11626924,133320,11681128,6813319,11749819,111182685,38876652,34118871,42004510
2022,Secundário,1166583,352734,15452,234154,391724,172519,2226789,1027783,1063758,1166583
2022,Secundário,270839997,123719522,11895470,23188089,41106001,70930915,507581926,251068441,225795105,270839997
2022,Secundário,43800682,10468503,536517,17848736,3394061,11552865,140660694,41441142,38178703,43800682
2022,Secundário,93890064.14,30029434.83,286073,20980978.6,15782471.11,26811106.6,309832638,94180685.59,83802004.35,93890064.14
2022,Secundário,94247250,5556271,0,9169535,55239283,24282161,160976815,85066248,66457513,94247250
2022,Secundário,506977824,231004718,547144,32843978,194980678,47601306,992244871,566436720,487540770,506977824
2022,Secundário,24212514,10222784,0,3624166,950623,9414941,138497365,26475239,21122085,24212514
2022,Secundário,20174804.38,6867052.3,7258,8155533.48,1489828.25,3655132.35,50182033.6,20135782.37,17681159.14,20174804.38
2022,Sem Setor Principal,14955243.06,2493864.42,0,10458825,-788904.8,2791458.44,108223339,14432971.34,13748636.34,14955243.06
2022,Terciário,252537335,60078357,0,90325955,100792780,1340243,890323907,264073952,245095396,252537335
2022,Terciário,9748025,2597420,1943453,1330095,2283145,1593912,10181334,8992580,7936276,9748025
2022,Terciário,154830618.35,75952229.25,990246,37928426.3,-1808377.58,41768094.39,857536970.57,159487191.07,136606149.91,154830618.35
2022,Terciário,13499967.78,3405096.24,-6989,6794282.02,506554.09,2801024.43,27140150.33,12725603.77,11317887.16,13499967.78
2022,Terciário,197039,27000,0,34423,78082,57534,156455,42834,41138,197039
2022,Terciário,16827337.72,646406.7,3460495,7315752.63,-278495.86,5683179.25,24480796.82,18631287.93,15260290.93,16827337.72
2022,Terciário,44721938,11952238,0,16516688,646964,15606048,95465528,38901752,34246141,44721938
2022,Terciário,1087731,227609,0,420033,97358,342731,2387221,990241,870915,1087731
2022,Terciário,1020895.29,202710.61,-5412,585252,-237818,476162.68,1719558,1270139.62,1057901.54,1020895.29
2022,Terciário,26720907,3930099,0,2522366,16160350,4108092,27794548,9651036,7623629,26720907
2022,Terciário,21840512,5932336,0,5395810,2549552,7962814,53621256,21375855,17755931,21840512
2022,Terciário,29628,7716,0,16643,3691,1578,21305,-1205,-1489,29628
2022,Terciário,19204545,4011695,1720247,3114941,9879819,477843,29239808,11759621,10900549,19204545
2022,Terciário,44342792,6843899,99778,21192301,-97899,16304713,107881292,42803303,36081386,44342792
2022,Terciário,85453958,17393251,241402,20098462,7701714,40019129,195641301,94396699,74805013,85453958
2022,Terciário,83295917,42962240,5787,15647427,-9606081,34286544,194868571,128304661,71116443,83295917
